titles;target
Умер композитор Геннадий Гладков;0
Музей в Нью-Йорке уберет останки людей со всеобщего обозрения;0
"Фильм ""Повелитель ветра"" снова возглавил кинопрокат в России в выходные";0
Учитель года рассказал, с чего начинать знакомство детей с литературой;0
"Темнокожая Белоснежка и мультики про ЛГБТ: как ""Дисней"" ударился в повестку";0
Симоньян поставила Ахматову в пример уехавшим из России звездам;0
Умер художник и поэт Гавриил Лубнин;0
СМИ: режиссера Мехрджуи и его жену нашли мертвыми в их доме в Иране;0
"Умерла звезда сериала ""Твин Пикс""";0
Три тысячи посетителей Лувра эвакуировали из-за угрозы взрыва;0
"Дочь Юдашкина: ""Папа всегда любил женщин, ценил их фигуры и красоту""";0
В Пермском крае памятник лыжнику назвали мужем Аленки из Нововоронежа;0
Умерла актриса Галина Байнякшина;0
В Перми планируют создать музей СВО;0
Лучшие фильмы Чаплина покажут в московских кинотеатрах;0
Российские специалисты обнаружили у Моны Лизы признаки алопеции;0
Легенды Кремля: чья на самом деле шапка Мономаха;0
"В Нижнем Новгороде состоялась премьера оперы ""Евгений Онегин""";0
"В прокат вышел мультфильм ""Смешарики снимают кино""";0
"Александра Захарова: отец сочинил ""Ленком"" и телевизионный кинематограф";0
ВЦИОМ назвал актера и актрису года по версии россиян;0
Великая и древняя: как еврейская культура живет в России;0
Отменить русскую культуру не получилось, заявили в Россотрудничестве;0
"В Москве открылась выставка ""Процесс. Франц Кафка и искусство XX века""";0
Умер художник Виктор Фесенко;0
Народные против народа и СВО: можно ли лишать артистов званий и пенсий;0
Количество книжных магазинов в России за четыре года сократилось на треть;0
Российский сериал о ВОВ победил на фестивале в США;0
На Глуховского* составили протокол за отсутствие плашки иноагента;0
"Фестиваль ""Хоровой ринг"" впервые пройдет в Москве";0
Третьяковка впервые за 65 лет открыла выставку работ Рериха;0
От Рахманинова до Магомаева: как прошел концерт Ильдара Абдразакова;0
Летучий голландец Богомолова: Бураново вместо фьордов;0
Умер народный артист ЛНР Михаил Голубович;0
Любимова рассказала Путину об интересе россиян к отечественному кино;0
Красота в провинции: современные художники отправились в Зарайск;0
Путин в понедельник встретится с главой Минкультуры Любимовой;0
В Москве избили актера Павла Баршака, сообщил источник;0
Выше политики: иностранные музыканты отказались от отмены России;0
"Фильм ""Повелитель ветра"" возглавил кинопрокат в России и СНГ за выходные";0
Умерла советская и украинская певица Нина Матвиенко;0
Имя в камне: трагедия и красота жизни Алексея Щусева;0
Умер режиссер дубляжа Максаков;0
Путин и Мирзиеев примут программу культурного сотрудничества;0
Путин присвоил звание Героя труда художнику Александру Шилову;0
Космонавты разыграют на орбите сценку к юбилею МХТ имени Чехова;0
Суд рассмотрит протокол на Максакову* за отсутствие плашки иноагента;0
Друг Николая Дроздова опроверг сообщения о раке у телеведущего;0
Биография Александра Шилова;0
Неизвестная редакция рукописи песни Высоцкого ушла с молотка;0
В Кремлевском дворце прошел торжественный концерт ко Дню учителя;0
В Британии в старинной ратуше обнаружили сцену времен Шекспира;0
Нобелевскую премию по литературе присудили норвежскому писателю Юну Фоссе;0
Фотоконкурс имени Андрея Стенина-2023 объявит победителей в октябре;0
Образование с акцентом: иностранцы продолжают ехать учиться в Россию;0
Великие учителя: уникальные архивные снимки Гнесиной и Шостаковича;0
Умерла народная артистка России Наталия Королева;0
"Лауреатом литературной премии ""Ясная поляна"" стала Саша Николаенко";0
В Узбекистане экстренно госпитализировали Кевина Спейси;0
На выставку Рериха в Третьяковке собрали экспонаты из 18 музеев;0
Запад показывает слабость, запрещая русскую культуру, заявил внук де Голля;0
"Музей в Москве предложил тренировки по подготовке к ""экзамену космонавтов""";0
"В фильме ""Письмо Деду Морозу"" сыграют Охлобыстин и Асмус";0
Начало новой эры: как художники видят наши победы в космосе;0
"Умер актер из ""Тихого Дона"" Сергей Зубенко";0
В Кисловодске появится первая в России музыкальная скульптура Рахманинова;0
Netflix планирует повысить цены на подписки после забастовки актеров;0
В московском Музее музыки покажут отреставрированную скрипку Страдивари;0
"Голову дроида C-3PO из ""Звездных войн"" выставили на торги";0
Появились первые кадры со съемок фильма с Гагариной в главной роли;0
Старшей дочери Кадырова присвоили звание народной артистки Чечни;0
"Оперная дива Касьян: ""Я никогда не откажусь от дома и гражданства России""";0
Писатель назвал произведение, которое стоит внести в школьную программу;0
Оперная певица Янечкова умерла в 25 лет;0
"Кинофестиваль ""RT.Док: Время героев"" откроется в Курске 18 октября";0
Самый северный в России виртуальный концертный зал открылся на Таймыре;0
"СМИ: умер актер из фильма ""Карты, деньги, два ствола"" Джейк Абрахам";0
"Фильм ""Неудержимые 4"" возглавил кинопрокат в России и СНГ за выходные";0
"Дептранс Москвы выпустил карты ""Тройка"" к юбилею Музея МХАТ";0
Звезды Болливуда: что стало с легендами индийского кино;0
"Умер актер из ""Республики ШКИД"" Александр Липов";0
Кустурица может снять часть фильма по Достоевскому на Кубани;0
Сербский режиссер Кустурица планирует посетить новые регионы России;0
Лихачева заявила об окончании эпохи глобализации в искусстве;0
"Путин рассказал о важности ""Рихтеровских встреч"" для отечественной культуры";0
Кристину Асмус прооперировали;0
Директор фонда Пахмутовой рассказал о ее состоянии;0
Книгу к 150-летию Алексея Щусева представили в Москве;0
Российские и японские музыканты выступят на фестивале в Такасаки;0
Остановите русскую культуру: Пелевин высмеял сancel culture в новом романе;0
Путин посетил концерт в честь столетия поэта Расула Гамзатова;0
СМИ: Азербайджану нет смысла разрушать армянские памятники в Карабахе;0
"Данила Козловский вошел в состав жюри кинофестиваля ""Маяк""";0
Гостям Октоберфеста могут запретить вход за нацистские приветствия;0
Умер исполнитель роли Дамблдора в фильмах о Гарри Поттере Майкл Гэмбон;0
"В Якутии призвали обсудить на федеральном уровне запрет фильма ""Айта""";0
Музей блокады Ленинграда хотят развить до всероссийского уровня;0
В Москве открылась выставка, посвященная Расулу Гамзатову;0
Умер основоположник продюсерского образования в России Юрий Орлов;0
Новый глава депкульта Москвы продолжит развитие творческой базы в столице;0
Путин посетит концерт, посвященный столетию со дня рождения Гамзатова;0
"Минкульт отозвал прокатное удостоверение у якутского фильма ""Айта""";0
Бывшая жена Федора Бондарчука подала иск о разделе имущества;0
Американские сценаристы завершили забастовку;0
Фильм Германа-младшего вошел в программу 36-го Токийского кинофестиваля;0
Глава Якутии вступился за местный фильм с переодетым в женщину мужчиной;0
В Госдуме учредили медаль Станислава Говорухина;0
"Умер актер из сериала ""Секс в большом городе""";0
Аудиоархив Бродского и фрагмент машины Цоя выставят на торги;0
В московском музее космонавтики пройдет Всемирная неделя космоса;0
Федор Бондарчук рассказал, как снимали фильм о Конюхове;0
В БДТ подтвердили смерть пропавшего режиссера Никанорова;0
Скрипачка из Вены приедет в Москву на мастер-класс российского музыканта;0
Снятый в Мариуполе сериал покажут в феврале 2024 года;0
Новая Опера открывает сезон премьерой Вагнера;0
Не тонут? Как сейчас живут уехавшие из России артисты;0
"Фильм ""Неудержимые 4"" возглавил кинопрокат в России и СНГ за выходные";0
"Умерла актриса из ""Глухаря"" Ангелина Ноздрина";0
Софи Лорен попала в больницу с переломом бедра;0
Источник: тело, предположительно, режиссера Никанорова нашли в Ленобласти;0
"Путин поприветствовал участников фестиваля ""Поют дети России""";0
"Александр Цыпкин: ""Культура отмены — это вид тоталитаризма""";0
МУС не сможет уклониться от иска Турции против Нетаньяху, считает эксперт;0
Постпред Израиля в ООН назвала гибель мирных жителей в Газе трагической;0
В Газе уничтожают основы уважения к человеческой жизни, заявили в ООН;0
"Исламский Джихад заявил о продолжении боев у клиники ""Аш-Шифа"" в Газе";0
В Совфеде предсказали Украине проблемы с получением помощи от США;0
В Турции вагон сошел с рельсов в метро и снес стену;0
Израиль заявил, что нанес удары по военным постам в Ливане;0
Израильская армия заявила о взятии под контроль оперативного порта в Газе;0
Кэмерон заверил Киев в поддержке со стороны Лондона;0
Сторонники молдавской оппозиции пикетировали здание Апелляционной палаты;0
Телохранитель Эрдогана спас его от нападения пчелы;0
Песков прокомментировал заморозку объектов Госзагрансобственности в Чехии;0
Двое польских наемников ранены в Донбассе, сообщили СМИ;0
Эксперт прокомментировал встречу Си Цзиньпина и Байдена;0
Израильский посол высказался насчет ввода сил ООН в Газу после конфликта;0
США и Израиль подталкивают Иран к созданию ядерного оружия, заявил эксперт;0
Украинские СМИ сообщили о серии взрывов в Николаеве на юге Украины;0
Молдавия объявила об артиллерийских учениях на севере республики;0
В Британии сделали шокирующее признание об Украине;0
Россия доставила новую партию гумпомощи для населения сектора Газа;0
Главы МИД Украины и Британии обсудили поставки оружия Киеву;0
В ОДКБ заявили, что Белоруссия ждала на учениях представителей Польши;0
Политолог считает, что Зеленский загнал себя в тупик;0
Число погибших сотрудников БАПОР увеличилось до 103;0
СМИ: одиннадцать человек погибли из-за ударов Израиля по лагерю беженцев;0
Внук Шарля де Голля заявил о дискриминации российской культуры на Западе;0
Эксперт объяснил, зачем Байдену нужны встречи с представителями Китая;0
СМИ сообщили число погибших израильских военных в секторе Газа;0
Стали известны подробности ЧП у посольства Израиля в Токио;0
Армия Израиля объявила очередную гумпаузу в секторе Газа;0
На севере Израиля прозвучали сирены воздушной тревоги, сообщили СМИ;0
В Крыму назвали сценарий заморозки конфликта на Украине неприемлемым;0
Новый глава МИД Британии Кэмерон прибыл с визитом в Киев;0
Пашинян вновь подтвердил готовность Армении заключить мир с Азербайджаном;0
На КПП под Иерусалимом произошел теракт, пострадали семь человек;0
В Тбилиси сел пассажирский борт, летевший из Москвы в Ереван;0
Президент Таджикистана 21-22 ноября посетит Россию;0
В Минобороны рассказали о попытках Запада раскачать стабильность в АТР;0
ЦАХАЛ заявил, что уничтожил оружие ВМС ХАМАС в лагере беженцев Аш-Шати;0
Семья японских журавлей из Приамурья будет зимовать в китайском заповеднике;0
Посол Израиля рассказал, сколько продлится конфликт в секторе Газа;0
МИД России назвал слова Байдена о Палестине подменой понятий;0
Запад провоцирует гонку вооружений в АТР, заявили в Минобороны России;0
"МИД Китая отреагировал на слова Байдена о ""диктаторе"" Си Цзиньпине";0
"СМИ: израильские войска снесли бульдозерами часть клиники ""Аш-Шифа"" в Газе";0
Самолет ВВС Индонезии потерпел крушение, сообщили СМИ;0
Число жертв крупного пожара на севере Китая выросло до 25 человек;0
В Турции призвали парламент обсудить не членство Швеции, а выход из НАТО;0
"Ближайший союзник начал ""топить"" Зеленского, заявили в США";0
Армения сообщила о переговорах с ЕС по поставкам нелетального оружия;0
В Хмельницкой области прогремели новые взрывы;0
В Китае заявили о готовности сотрудничать с США по сохранению панд;0
"Армия Израиля заявила о расширении операции в районе больницы ""Аш-Шифа""";0
Израиль заявил, что нанес удар по резиденции главы политбюро ХАМАС Хании;0
В Киеве и нескольких областях Украины объявили воздушную тревогу;0
Украинские СМИ сообщили о взрывах в Хмельницкой области;0
Российско-американские отношения предельно истончились, заявил МИД;0
Си Цзиньпин: агрессия и экспансия не заложены в генах Китая;0
Президент Израиля заявил, что защита израильтян важнее смертей палестинцев;0
В Киргизии задержали организаторов массовых беспорядков 2010 года;0
Матвиенко передала привет от Путина президенту Киргизии;0
Президент Израиля: армия действует осторожно при операциях у больниц в Газе;0
Косачев: от чествования нациста в канадском парламенте содрогнулся весь мир;0
Украина попыталась отменить Российскую неделю фильмов в Сингапуре;0
Президент Израиля обвинил ХАМАС в отсутствии информации о пленных;0
МИД КНР раскрыл подробности четырехчасовой встречи Байдена и Си Цзиньпина;0
Президент Израиля сообщил о подготовке совместной с Кипром гумпомощи Газе;0
Китай никогда не ставит на то, что США проиграют, заявил Си Цзиньпин;0
Герцог заявил, что Израиль не может оставить вакуум в секторе Газа;0
В Израиле отреагировали на принятую СБ ООН резолюцию по Газе;0
МИД Китая заявил о плане Байдена и Си Цзиньпина для развития отношений;0
В МИД Китая назвали саммит Байдена и Си Цзиньпина важной вехой;0
Посол России рассказал о роли сотрудничества с Китаем в сфере безопасности;0
МИД КНР заявил о стратегическом значении саммита Байдена и Си Цзиньпина;0
Посол России назвал факторы, обеспечившие стабильность отношений с Китаем;0
"Лидер турецкой партии ""Родина"" рассказал о последствиях расширения НАТО";0
При пожаре на угольном предприятии в Китае погибли 11 человек;0
Россия и КНР готовятся к встрече премьеров, сообщил посол в Пекине;0
В МИД сомневаются, что диалог КНР-США по вооружениям изменит ситуацию;0
Еще 150 россиян смогут покинуть сектор Газа, заявил Кадыров;0
Сенат США согласовал проект бюджета без поддержки Израиля и Украины;0
В МИД заявили, как Китай и Россия будут соперничать с США в АТР;0
В трех областях Украины объявили воздушную тревогу;0
"Участник штурма Капитолия рассказал, как их ""подставили""";0
В МИД проанализируют итоги встречи Байдена и Си Цзиньпина;0
"Лидер турецкой партии ""Родина"" рассказал, чем грозит членство Швеции в НАТО";0
Посол в Китае рассказал о глубине отношений России и Китая;0
Байден в сопровождении десятков машин вернулся в отель;0
Сенатор спросила у USAID, какие фирмы на Украине получают средства от США;0
Посол в Пекине заявил, что Китай знает о причинах начала кризиса на Украине;0
Болгария ввела налог на российский газ, сообщил источник;0
"Штурмовавший Капитолий ""шаман"" не может открыть счет в банке";0
"Штурмовавший Капитолий ""шаман"" посетовал на Маска";0
Американцы не знают масштаба лжи о штурме Капитолия, считает участник;0
"Штурмовавший Капитолий ""шаман"" предсказал проблемы у молодежи США";0
Опозорила всю Европу. Слова фон дер Ляйен об Украине вызвали гнев в Сети;0
Молдавия не выполняет договоренности по газу от 2021 года, сообщили в МИД;0
Пентагон вновь провалил ревизию, пишут СМИ;0
Зеленский выступил против заморозки конфликта с Россией;0
"КПП ""Рафах"" в среду пересекли 107 россиян и членов их семей";0
С Украиной покончено. В США рассказали, как навредят России по-новому;0
Рябков: контакты с США на саммите АТЭС могут состояться в том или ином виде;0
В США заявили, что хотели бы вернуться к диалогу с Россией по вооружениям;0
Байден рассказал, что обсудил с Си Цзиньпином;0
Опрос показал, что все меньше американцев поддерживают помощь Киеву;0
Все умрут. В США испугались смерти американских солдат из-за Украины;0
Оверчук заявил, что обсуждение итоговой декларации АТЭС еще идет;0
Си Цзиньпин озвучил основы китайско-американских отношений;0
Байден заявил о продолжении контактов США и Китая после саммита;0
Байден заявил, что США продолжат конкурировать с Китаем;0
Оверчук заявил, что все члены делегации России на саммит АТЭС получили визы;0
Охотники предложили фон дер Ляйен разобраться с убийцей ее пони, пишут СМИ;0
"Байден после встречи с Си Цзиньпином снова назвал его ""диктатором""";0
Байден заявил о сотрудничестве с Китаем в борьбе с наркотрафиком;0
Оверчук рассказал о растущей торговле России с Южной Америкой и Азией;0
Байден предостерег Си Цзиньпина от вмешательства в выборы в США;0
Оверчук рассказал о негативном эффекте санкций для стран АТЭС;0
Оверчук рассказал, как будут оценивать итоговое заявление по АТЭС;0
Байден назвал встречу с Си Цзиньпином продуктивной;0
Байден заявил о возобновлении контактов с Китаем по военной линии;0
Оверчук заявил, что встречи с США на саммите АТЭС не планируются;0
К делегации России на саммите АТЭС относятся достойно, заявил Оверчук;0
Оверчук рассказал о направленности АТЭС на развитие бизнеса;0
Важно помнить погибших в Сан-Франциско русских моряков, заявил Оверчук;0
Оверчук возложил цветы к табличке русским морякам в Сан-Франциско;0
Оверчук выразил надежду, что АТЭС останется сугубо экономическим форумом;0
В Иордании заявили о семи пострадавших медиках из-за атаки Израиля в Газе;0
МЧС доставит для жителей сектора Газа новую партию гумпомощи;0
Заложат мину. На Украине предупредили об угрозе для Залужного;0
Си Цзиньпин призвал США вместе нести ответственность крупных держав;0
"Штурмовавший Капитолий ""шаман"" рассказал, как его рисуют в СМИ";0
СМИ: израильские банки начали сегрегировать счета российских инвесторов;0
Итальянская газета решила унизить Зеленского на первой полосе;0
Си Цзиньпин призвал США эффективно решать разногласия;0
Советник Байдена по нацбезопасности пожаловался на бессонницу от Украины;0
Си Цзиньпин заявил о надежде на отмену санкций США;0
Си Цзиньпин рассказал, что вредит интересам Китая;0
Си Цзиньпин заявил, что Китай не стремится превзойти США;0
Япония в октябре нарастила импорт овощей из России;0
В Буэнос-Айресе продолжается этап роуд-шоу конкурса Стенина;0
В конгрессе США потребовали от Байдена добиться прекращения огня в Газе;0
В Британии проголосовали против призыва к перемирию в Газе, пишут СМИ;0
Он их убил: американская журналистка поразилась поступку Зеленского;0
Си Цзиньпин заявил, что США должны поддержать мирное воссоединение Китая;0
Британия и США воздержались при голосовании в СБ ООН по резолюции по Газе;0
Китай и США договорились восстановить взаимодействие между военными;0
"Украинский беженец попросил у американцев чересчур дорогой ""подарок""";0
Байден и Си Цзиньпин прогулялись после переговоров;0
"Си Цзиньпин заявил о ""светлом будущем"" китайско-американских отношений";0
Украинские СМИ сообщили о семи взрывах в Харьковской области;0
"Израиль вынудит ХАМАС обменять пленных после взятия ""Аш-Шифы"", пишут СМИ";0
В США рассказали, кто может убить Зеленского;0
Посольство России рассказало о роли АТЭС в АТР;0
Палестина заявила в ООН о желании постоянного прекращения огня в Газе;0
Делегация России прибыла в Сан-Франциско для участия в саммите АТЭС;0
"На Украине оценили ущерб от ""удара"" Польши и ужаснулись";0
Спикер палаты представителей США поддержал расследование против Байдена;0
Швейцария призвала СБ ООН осудить ХАМАС;0
Сотни тысяч одним ударом. Украину предупредили об опасной уязвимости;0
Небензя рассказал, как из-за США СБ ООН не требует гумпауз в секторе Газа;0
США выступают против сокращения территории Газы, сообщают СМИ;0
"Израиль может остановить операцию в Газе после взятия ""Аш-Шифы"", пишут СМИ";0
Грузовики ООН с гумпомощью въехали в сектор Газа, заявили в Израиле;0
Небензя рассказал о письме миссии Палестины в ООН с требованием перемирия;0
Встреча Байдена и Си Цзиньпина завершилась;0
Небензя назвал прекращение огня в Газе императивом;0
Небензя рассказал об опасениях насчет исполнения резолюции Мальты по Газе;0
Небензя рассказал о возможном документе СБ ООН по перемирию в Газе;0
Россия стала вторым крупнейшим импортером на рынке Индии;0
ХАМАС опровергло утверждения СМИ о призывах Ирана к войне с Израилем;0
МИД Турции обвинил руководство Израиля в необоснованной клевете;0
Небензя рассказал о приоритете режима прекращения огня в секторе Газа;0
База США на востоке Сирии подверглась ракетному обстрелу, сообщают СМИ;0
Киев сообщил об увольнении депутата Фарион из вуза;0
Глава МИД Израиля обвинил Эрдогана в искажении реальности;0
МАГАТЭ оценило объем обогащенного урана в распоряжении Ирана;0
Совбез ООН принял резолюцию Мальты по сектору Газа;0
Опрос: большая часть американцев не одобряют политику Байдена по Израилю;0
Киев заявил о возможном открытии гражданского аэропорта на Украине;0
Совбез ООН не принял российскую поправку по перемирию в Газе;0
В секторе Газа в четверг отключат услуги связи;0
В США признали возможность конфликта с Россией при членстве Украины в НАТО;0
Кинули как мяса кусок. Украинский пленный отказался от обмена;0
Россия предложила поправку в резолюцию СБ ООН о гумперемирии в секторе Газа;0
Маск не сдержал обещание предоставить связь Газе, заявили в Палестине;0
В США нашли странную деталь в поведении Блинкена на встрече с Си Цзиньпином;0
В Канаде арестовали участника пропалестинской акции;0
В Милане задержали экоактивистов, испортивших краской Арку мира;0
В Сан-Франциско началась демонстрация из-за встречи Байдена и Си Цзиньпина;0
СМИ: в переговорах Израиль и ХАМАС сосредоточились на сроке остановки огня;0
По двум школам ООН в секторе Газа нанесли удары, есть пострадавшие;0
Катар потребовал провести расследование действий Израиля в больницах Газы;0
Украинские СМИ сообщили о взрывах в Полтавской области;0
Соперничество между США и КНР не должно привести к конфликту, заявил Байден;0
Си Цзиньпин заявил о значимости отношений Китая и США;0
Нетаньяху обвинил Эрдогана в поддержке терроризма;0
Байден прибыл на переговоры с Си Цзиньпином;0
В Сирии боевики готовят провокации для дестабилизации обстановки в Идлибе;0
В Чехии намерены возбуждать уголовные дела за лозунги о свободной Палестине;0
Число граждан Украины, экономящих на продуктах, выросло вдвое, пишут СМИ;0
На немецком военном кладбище во Франции осквернили еврейские памятники;0
Плацдарм для войны. В США заговорили о перевороте на Украине;0
У Белого дома прошла акция с требованием остановить кровопролитие в Газе;0
"Армия Израиля заявила, что нашла командный центр ХАМАС в больнице ""Аш-Шифа""";0
"СМИ: Balticconnector повредили рядом с ""Северным потоком""";0
"Армия Израиля продолжает операцию против ХАМАС в больнице ""Аш-Шифа"" в Газе";0
Армия Израиля призвала жителей районов на юге Газы немедленно покинуть дома;0
Заморозка собственности не затронет российскую дипмиссию, заявила Чехия;0
Во Франции выпустили полицейского, застрелившего подростка в Нантере;0
Финляндия планирует закрыть погранпереходы на границе с Россией, пишут СМИ;0
Израиль попросил ООН оказать гумпомощь в секторе Газа, заявил замгенсека;0
Чехия запретила России распоряжаться принадлежащей ей недвижимостью;0
"ООН выразила беспокойство из-за ситуации в больнице ""Аш-Шифа"" в Газе";0
Израиль заявил о переносе боевых действий на юг сектора Газа;0
Правительство Чехии одобрило заморозку российской госсобственности;0
В Париже прошла акция в поддержку Палестины;0
Израильская армия показала оружейные трофеи ХАМАС;0
В США заявили, что хотят добиться ухода российских миротворцев из Карабаха;0
"КПП ""Рафах"" в среду пересекли 88 россиян";0
Беспилотник атаковал американский эсминец в Красном море, заявил Пентагон;0
"Белый дом заявил о ""трудных решениях"" по Украине";0
По всей линии фронта. Зеленского предупредили о надвигающейся катастрофе;0
Глава ЮНИСЕФ пострадала в аварии по пути в Газу;0
Захарова прокомментировала возможное вступление Украины в НАТО;0
Способность США помогать Украине под угрозой, заявил Белый дом;0
США осудили атаки с воздуха по больницам в секторе Газа;0
Канада назначила нового посла в России;0
Израильские военные взорвали здание парламента в секторе Газа;0
Захарова прокомментировала решение Армении о ратификации Римского статута;0
"СМИ: армия Израиля покинула пределы больницы ""Аш-Шифа"" в секторе Газа";0
Запад запросил заседание СБ ООН по гуманитарной ситуации на Украине;0
Заседание СБ ООН по теме гонений Киева на УПЦ наметили на 17 ноября;0
Хантер Байден попросил вызвать Трампа в суд;0
"МИД России отреагировал на заявления США об ""Арктик СПГ 2""";0
Захарова обвинила Санду во лжи из-за заявлений о России;0
Израиль осудил передачу топлива БАПОР для помощи палестинцам;0
Предложения ЕК по санкциям против России не касаются Дании, заявили в ЕС;0
МИД назвал дезинформацией обвинения от Финляндии в отправке беженцев;0
ФБР допустило возможность атак сторонников ХАМАС на США;0
Голосование по резолюции о защите детей в Газе пройдет в СБ ООН в среду;0
МИД предупредил, что Дания рискует нарушить конвенцию ООН по морскому праву;0
В США самолет вынужденно вернулся в аэропорт из-за разбушевавшейся лошади;0
Эксперт прокомментировал содержание нового проекта санкции ЕС против России;0
ЕС предложил ввести ограничения против 120 российских физлиц и организаций;0
Источник сообщил об отмене спецборта МЧС для эвакуации россиян из Газы;0
В Госдуме заявили, что США реализуют в Газе сценарий, уготовленный Крыму;0
МИД России предостерег Пашиняна от попытки усидеть на двух стульях;0
Байден заявил, что Трамп будет мстить, если победит;0
СБУ возбудила уголовное дело против Ирины Фарион;0
МИД назвал новый пакет санкций нарушением норм международного права;0
В Австрии потребовали от властей не допустить вступление Украины в ЕС;0
Для гумопераций в Газе нужно 160 тысяч литров топлива в день, заявила БАПОР;0
